flood_probability,slope_norm,soil_stability,vegetation_density,wind_exposure,sun_score,buildability_score
0.2904,0.3684,0.5164,0.5706,0.1652,0.3669,78.93
0.579,0.0827,0.6514,0.5107,0.3356,1.0,83.5
0.2769,0.7212,0.7908,0.3735,0.758,0.8443,72.61
0.3163,0.9654,0.6849,0.4949,0.4825,1.0,75.32
0.0742,0.1255,0.4109,0.3018,0.3193,0.5706,93.73
0.5029,0.6957,0.2481,0.3304,0.3517,1.0,72.81
0.1579,0.6189,0.5609,0.7331,0.1881,0.7922,92.31
0.8546,0.4507,0.4466,0.4177,0.8821,0.4852,54.88
0.5358,0.8899,0.7537,0.9765,0.8066,0.7423,66.66
0.3245,0.3997,0.7313,0.2278,0.9227,0.8396,77.67
0.0604,0.7169,0.2109,0.1459,0.4868,0.9363,85.33
0.4739,0.6222,0.4442,0.8415,0.1503,1.0,82.27
0.7997,0.5049,0.8141,0.615,0.6113,1.0,66.29
0.6415,0.2141,0.3089,0.8475,0.6277,0.475,62.33
0.2101,0.3067,0.552,0.6342,0.1007,0.5479,91.15
0.4995,0.8551,0.4097,0.3694,0.0532,0.3348,66.67
0.8416,0.8788,0.313,0.1874,0.8322,0.5565,44.4
0.3233,0.4162,0.3139,0.912,0.9615,1.0,77.12
0.3894,0.7092,0.3187,0.6636,0.5696,0.2536,68.08
0.8365,0.0834,0.5114,0.6664,0.2291,0.6028,76.23
0.8014,0.9259,0.7832,0.2592,0.6852,0.9107,50.88
0.0506,0.0507,0.754,0.9263,0.5255,1.0,100
0.7738,0.1084,0.3329,0.1335,0.2598,0.949,71.51
0.0854,0.1773,0.8388,0.1655,0.6331,0.697,90.81
0.0416,0.6074,0.5053,0.6645,0.0859,0.9209,93.19
0.9073,0.2698,0.3342,0.6741,0.4348,0.5797,61.26
0.3405,0.9404,0.7601,0.0673,0.9048,0.8886,65.52
0.8793,0.5519,0.5075,0.6126,0.667,0.9164,54.63
0.7039,0.1777,0.7621,0.5926,0.1702,0.9966,77.84
0.8628,0.6431,0.2719,0.2831,0.5704,1.0,54.32
0.1102,0.0068,0.2589,0.8156,0.9615,0.8856,93.52
0.3968,0.5772,0.3327,0.121,0.8547,0.6278,70.39
0.8288,0.8208,0.2214,0.4502,0.89,0.3895,50.4
0.6193,0.5061,0.4119,0.3072,0.6183,0.7113,67.5
0.364,0.2973,0.2519,0.5425,0.4634,1.0,80.1
0.5999,0.2473,0.4699,0.8869,0.3269,0.8061,79.52
0.9566,0.6938,0.6037,0.9961,0.9667,0.4254,51.19
0.1495,0.1137,0.6582,0.8924,0.0984,0.3065,94.56
0.1023,0.4026,0.8145,0.7675,0.8872,0.4662,88.48
0.183,0.2507,0.7007,0.0124,0.1254,1.0,97.48
0.3945,0.9427,0.5336,0.0817,0.2427,0.9653,64.13
0.01,0.1394,0.3728,0.835,0.7576,0.482,92.72
0.7998,0.8135,0.5319,0.0296,0.7728,0.8175,54.71
0.7317,0.6518,0.6441,0.6611,0.59,0.7407,58.1
0.4266,0.3951,0.5288,0.0518,0.5391,1.0,71.33
0.8652,0.4868,0.2939,0.0397,0.6503,0.4136,50.03
0.0205,0.8326,0.6893,0.8825,0.3704,0.317,87.93
0.6879,0.8144,0.728,0.7147,0.493,1.0,63.84
0.9746,0.3447,0.328,0.3464,0.8854,0.6505,55.39
0.8108,0.9888,0.6148,0.2074,0.1779,1.0,51.2
0.7534,0.7133,0.6067,0.3191,0.1853,0.7593,63.55
0.1034,0.5513,0.7565,0.5113,0.1907,0.5995,90.35
0.1664,0.8342,0.5845,0.4265,0.0213,1.0,87.47
0.7376,0.0397,0.3265,0.8764,0.3523,1.0,76.53
0.5211,0.6021,0.6052,0.0708,0.0806,0.6408,68.46
0.5786,0.1871,0.2566,0.1912,0.2494,0.8982,74.2
0.8151,0.9834,0.8977,0.0033,0.4795,0.2556,46.29
0.5586,0.9188,0.8317,0.5663,0.6586,0.8086,65.22
0.7822,0.4561,0.5532,0.7043,0.4146,0.9546,63.95
0.2377,0.9344,0.7683,0.912,0.3584,0.81,80.54
0.7398,0.2779,0.3199,0.9002,0.5827,0.5586,62.65
0.1961,0.8461,0.3322,0.0346,0.3274,0.3117,68.5
0.2082,0.6888,0.2768,0.7477,0.9238,0.3412,74.59
0.5967,0.4979,0.4398,0.6725,0.9773,0.9895,64.27
0.3555,0.6054,0.8599,0.3352,0.0304,0.3095,79.27
0.2374,0.8829,0.8339,0.1407,0.2608,0.6348,74.36
0.7868,0.4661,0.8724,0.0395,0.7094,1.0,58.87
0.8261,0.1725,0.6433,0.545,0.1399,0.3235,73.17
0.5263,0.6221,0.7078,0.7501,0.3533,1.0,77.19
0.6747,0.7417,0.7961,0.3202,0.139,1.0,69.61
0.7492,0.948,0.4962,0.7574,0.498,0.9987,58.34
0.0703,0.3058,0.7889,0.2058,0.9905,0.3464,88.88
0.4027,0.974,0.2377,0.432,0.7668,0.9663,62.93
0.5815,0.2594,0.7814,0.0268,0.814,0.7382,71.22
0.705,0.2978,0.8663,0.7153,0.6775,1.0,74.15
0.129,0.5008,0.4132,0.7064,0.0237,0.33,89.06
0.9725,0.0627,0.6441,0.4706,0.4456,0.9765,68.77
0.1916,0.7595,0.3971,0.6066,0.4782,1.0,83.71
0.9626,0.2801,0.651,0.6643,0.2558,0.9139,66.1
0.3068,0.1297,0.2304,0.3612,0.8708,0.9877,80.89
0.0656,0.629,0.2774,0.122,0.3362,0.5561,83.16
0.7452,0.5712,0.2932,0.7208,0.7598,1.0,60.32
0.232,0.9601,0.4963,0.8606,0.6924,0.3696,67.92
0.0851,0.3778,0.7468,0.7108,0.8007,0.7999,90.86
0.5543,0.7153,0.8344,0.8232,0.4911,0.6864,63.19
0.438,0.3711,0.2445,0.5001,0.4647,0.3201,72.05
0.084,0.971,0.3562,0.4565,0.6359,0.3973,67.61
0.2777,0.4766,0.2272,0.3612,0.5869,0.5425,74.26
0.5098,0.829,0.6516,0.7904,0.8283,0.4547,59.98
0.1135,0.5555,0.6799,0.4986,0.9745,0.8525,84.11
0.0401,0.6264,0.7568,0.3478,0.4845,0.5424,81.08
0.3315,0.1927,0.5981,0.7672,0.5393,0.5482,81.91
0.033,0.9005,0.7791,0.601,0.7672,0.7849,77.7
0.4481,0.6743,0.4213,0.0311,0.4106,0.7235,71.38
0.0084,0.9771,0.7172,0.9635,0.0747,0.5755,80.93
0.4586,0.6567,0.3301,0.6868,0.3464,0.8756,70.21
0.219,0.3196,0.3977,0.7593,0.036,0.9456,93.21
0.9184,0.7082,0.6743,0.456,0.6985,0.7114,44.9
0.5878,0.8767,0.651,0.8975,0.1354,1.0,68.52
0.1059,0.925,0.7182,0.4555,0.1398,0.8606,83.58
0.7561,0.3104,0.7319,0.0681,0.1248,0.4093,66.98
0.4025,0.6881,0.4569,0.4918,0.6929,1.0,70.31
0.023,0.6941,0.4174,0.4275,0.4835,0.7283,90.63
0.2571,0.2734,0.872,0.1261,0.2923,1.0,91.56
0.2588,0.5486,0.529,0.115,0.0157,0.3577,78.32
0.4632,0.7786,0.3617,0.157,0.4632,0.2931,60.71
0.7858,0.0291,0.371,0.308,0.3762,0.6379,71.7
0.5301,0.9919,0.8124,0.6573,0.2564,0.9937,66.76
0.6391,0.057,0.7587,0.2276,0.9826,0.9859,70.7
0.4423,0.5948,0.7185,0.9335,0.5734,0.4894,74.77
0.4671,0.2825,0.5692,0.1053,0.9349,0.4257,68.65
0.0932,0.426,0.8843,0.2451,0.2475,0.9962,98.33
0.8156,0.0969,0.751,0.1661,0.3672,0.324,65.36
0.8169,0.0569,0.372,0.242,0.7589,0.4982,62.89
0.8883,0.8061,0.5283,0.0283,0.8125,1.0,47.99
0.6888,0.21,0.2967,0.0914,0.6494,0.3919,67.03
0.2578,0.637,0.2795,0.836,0.901,0.8367,78.6
0.0278,0.0116,0.2717,0.737,0.6496,0.4369,94.1
0.1286,0.0754,0.6724,0.2648,0.6467,0.6385,89.2
0.9275,0.654,0.8624,0.7483,0.3655,0.4335,57.21
0.775,0.1199,0.7828,0.1087,0.6854,0.8624,71.88
0.6212,0.7154,0.4178,0.7346,0.4131,0.8933,59.92
0.3295,0.2097,0.7342,0.9968,0.3167,1.0,90.83
0.4015,0.1273,0.6488,0.3687,0.5339,0.4972,77.23
0.6569,0.9675,0.3281,0.1915,0.1949,0.7589,52.83
0.5932,0.8255,0.5578,0.6937,0.949,0.9254,57.35
0.1714,0.5179,0.4352,0.9261,0.4958,0.2918,76.56
0.4971,0.6657,0.2616,0.6861,0.8917,1.0,67.22
0.7884,0.8224,0.8384,0.3581,0.2805,0.8928,58.38
0.4923,0.4824,0.3997,0.9097,0.5655,0.4925,70.41
0.4271,0.8067,0.2342,0.0087,0.5683,1.0,64.34
0.9239,0.3902,0.5824,0.1259,0.7417,0.6694,57.6
0.4968,0.5937,0.7496,0.8156,0.5625,1.0,70.74
0.8653,0.6532,0.4659,0.5828,0.1397,0.2703,55.65
0.1572,0.3605,0.7669,0.3542,0.1981,0.6488,89.79
0.0926,0.4341,0.6015,0.9916,0.8544,0.9964,92.86
0.2529,0.0311,0.5946,0.3971,0.1361,0.8627,97.56
0.8928,0.1042,0.5338,0.2013,0.6856,0.9594,65.79
0.6491,0.2311,0.6763,0.6925,0.5845,0.476,74.85
0.6346,0.5085,0.5718,0.9477,0.9378,0.6716,64.38
0.9246,0.4274,0.7505,0.4994,0.9103,0.7724,57.21
0.7259,0.3361,0.7589,0.6045,0.7485,0.5748,62.97
0.733,0.8758,0.3213,0.7251,0.7256,0.7019,49.44
0.8741,0.6811,0.8042,0.801,0.4394,0.3476,57.88
0.9318,0.2799,0.2166,0.2133,0.965,0.6113,57.98
0.6657,0.1293,0.4712,0.4617,0.9181,0.4981,72.14
0.9785,0.2782,0.8461,0.3364,0.3666,0.324,60.84
0.5524,0.2314,0.2556,0.1228,0.0159,0.256,75.11
0.1313,0.7185,0.3134,0.4768,0.6498,0.8726,82.9
0.3385,0.3565,0.7552,0.9321,0.9773,1.0,76.92
0.42,0.4815,0.391,0.2063,0.2102,0.8909,78.52
0.217,0.752,0.7739,0.9948,0.4568,0.9205,85.95
0.9634,0.6079,0.7388,0.5785,0.0798,1.0,64.17
0.1197,0.0119,0.4655,0.4897,0.7566,0.3121,90.58
0.2514,0.9967,0.5653,0.9564,0.5693,0.9717,78.88
0.9713,0.9264,0.4403,0.8746,0.0683,1.0,52.26
0.0263,0.1815,0.5922,0.5594,0.0655,0.6654,99.18
0.0303,0.8099,0.8917,0.0517,0.6227,1.0,79.22
0.9046,0.1055,0.2911,0.4763,0.1928,1.0,69.18
0.9413,0.7421,0.562,0.0517,0.9787,0.3966,41.8
0.9977,0.6065,0.7806,0.6967,0.5255,0.6276,50.9
0.7162,0.0003,0.2412,0.1507,0.0275,0.8506,68.66
0.9438,0.1212,0.609,0.7526,0.2793,0.415,66.34
0.5962,0.6432,0.4263,0.4135,0.0378,0.465,68.4
0.6207,0.7798,0.6367,0.7216,0.9461,0.3554,59.15
0.3608,0.7896,0.2207,0.1673,0.0138,1.0,71.5
0.4339,0.003,0.6235,0.939,0.4649,0.2608,83.88
0.9547,0.7342,0.2852,0.221,0.024,0.6567,48.7
0.6496,0.5157,0.747,0.3245,0.6828,0.5599,62.83
0.9909,0.5877,0.6025,0.097,0.3353,0.522,53.1
0.9013,0.3908,0.6354,0.6772,0.1279,0.4131,59.83
0.4292,0.3391,0.5781,0.1248,0.7672,0.3731,68.62
0.226,0.5534,0.7358,0.324,0.046,1.0,94.97
0.2593,0.4014,0.2742,0.8767,0.2608,0.4273,79.63
0.8583,0.9043,0.2746,0.7841,0.9215,0.9053,54.22
0.8867,0.4491,0.8781,0.4416,0.8944,0.7631,62.16
0.5107,0.834,0.8552,0.8984,0.9469,0.7385,64.64
0.4465,0.6206,0.8704,0.086,0.3953,0.9935,71.92
0.9783,0.2897,0.2642,0.4476,0.2362,0.7808,60.86
0.538,0.8928,0.3516,0.4727,0.0725,0.3968,56.3
0.1095,0.7405,0.4495,0.67,0.5215,0.385,75.31
0.8939,0.9822,0.8906,0.4385,0.0146,0.6537,54.37
0.5892,0.389,0.2478,0.509,0.4471,0.6111,71.25
0.5799,0.9858,0.83,0.9028,0.1396,0.296,69.17
0.9599,0.6682,0.864,0.159,0.9528,1.0,51.9
0.7763,0.1178,0.4549,0.891,0.9902,1.0,70.84
0.0269,0.7804,0.5205,0.5059,0.5761,0.972,86.23
0.1151,0.2341,0.6939,0.1816,0.7756,0.5989,91.46
0.724,0.0008,0.8106,0.9169,0.8112,0.4451,74.57
0.6534,0.0462,0.8676,0.0308,0.9019,0.4963,75.33
0.8218,0.4057,0.658,0.125,0.5156,0.6475,54.01
0.9362,0.267,0.823,0.6021,0.8591,1.0,66.06
0.0276,0.4983,0.2305,0.044,0.4987,1.0,80.38
0.0993,0.278,0.3677,0.8719,0.0314,0.2966,90.43
0.7296,0.6605,0.8943,0.8917,0.2837,0.6052,71.18
0.4377,0.6603,0.6459,0.8476,0.3816,0.7118,73.87
0.875,0.9065,0.8244,0.7079,0.8,1.0,51.56
0.7391,0.255,0.4623,0.5016,0.4291,0.7299,67.63
0.4995,0.0671,0.3192,0.5059,0.8824,0.8255,80.06
0.2507,0.7258,0.6231,0.5006,0.1731,0.44,77.38
0.0822,0.161,0.3435,0.2188,0.8695,1.0,93.38
0.5242,0.8408,0.8428,0.1227,0.5632,0.2718,56.14
0.2116,0.9698,0.6633,0.0067,0.7184,1.0,73.47
0.2586,0.7806,0.4939,0.9237,0.483,0.5831,76.8
0.7341,0.4647,0.687,0.3906,0.2967,0.6329,64.44
0.5891,0.2307,0.2592,0.0987,0.6856,0.927,66.79
0.4916,0.7869,0.6672,0.4501,0.8146,1.0,70.63
0.8164,0.7196,0.4694,0.8613,0.4807,0.6112,55.64
0.5001,0.7374,0.4394,0.6408,0.5861,0.5349,64.34
0.8805,0.9266,0.2494,0.3638,0.2875,0.8213,45.58
0.5933,0.5013,0.8972,0.468,0.2991,0.5029,71.7
0.1666,0.4311,0.6809,0.554,0.6923,0.6296,81.47
0.5362,0.7836,0.3625,0.5262,0.7851,0.5027,57.04
0.0617,0.8004,0.2978,0.4149,0.9601,0.4353,74.42
0.8667,0.2569,0.2389,0.089,0.6963,1.0,60.21
0.8208,0.2391,0.7746,0.8968,0.1085,0.3527,72.27
0.0215,0.3536,0.5512,0.3234,0.5231,0.5431,87.75
0.1334,0.2895,0.3074,0.3927,0.3436,0.5034,83.03
0.253,0.4548,0.8676,0.2111,0.0729,0.6653,88.26
0.5719,0.5462,0.6551,0.4563,0.9254,0.852,63.58
0.9552,0.9139,0.5024,0.8768,0.6571,0.4364,52.9
0.841,0.712,0.6026,0.7106,0.7445,0.6509,55.15
0.5339,0.1409,0.8612,0.3871,0.0459,0.3624,84.93
0.6147,0.5832,0.2776,0.8222,0.735,0.3682,65.26
0.3065,0.4705,0.6926,0.1681,0.1959,0.9849,78.57
0.684,0.5367,0.2962,0.5252,0.3619,0.3572,64.12
0.4341,0.5646,0.7869,0.8864,0.0486,0.9949,82.69
0.0039,0.655,0.8514,0.8492,0.8132,0.8062,94.39
0.6202,0.8561,0.7188,0.8639,0.8367,0.4222,61.25
0.9551,0.4542,0.2706,0.1286,0.7758,0.9848,49.96
0.6339,0.899,0.7117,0.3827,0.8263,0.9976,57.27
0.7231,0.4171,0.328,0.0357,0.3907,0.6396,62.89
0.6016,0.9854,0.447,0.5219,0.2879,0.9208,66.58
0.3833,0.323,0.6715,0.0913,0.2765,0.4654,77.19
0.9444,0.5953,0.5689,0.2838,0.6726,1.0,52.73
0.0613,0.8841,0.5705,0.1896,0.9481,0.2952,71.51
0.9548,0.6002,0.7163,0.2468,0.1841,0.2996,54.4
0.5843,0.9403,0.5955,0.7912,0.0244,0.4929,71.28
0.2022,0.024,0.6338,0.4681,0.0962,0.7608,96.61
0.2356,0.3285,0.6826,0.9387,0.1292,1.0,89.42
0.4895,0.3546,0.3801,0.3978,0.4376,0.6568,74.0
0.4758,0.2252,0.4243,0.5574,0.1067,0.6791,85.83
0.4063,0.1058,0.8239,0.2471,0.2172,0.9576,92.83
0.745,0.1275,0.3864,0.4627,0.051,0.3773,71.11
0.6417,0.2077,0.3783,0.854,0.6366,0.7719,72.96
0.4367,0.4725,0.7983,0.5396,0.613,1.0,72.72
0.8124,0.4732,0.3507,0.8846,0.565,1.0,63.35
0.603,0.6037,0.2304,0.4499,0.1119,0.8005,68.82
0.5995,0.5674,0.7513,0.3151,0.668,0.3302,66.65
0.2878,0.1808,0.7528,0.0896,0.9404,0.4214,82.64
0.7062,0.8564,0.7052,0.3252,0.0888,0.2535,63.25
0.2761,0.2514,0.4757,0.8766,0.3923,0.5159,85.87
0.7781,0.8084,0.4929,0.0929,0.1474,0.8825,59.59
0.9806,0.7075,0.6421,0.4634,0.1502,1.0,59.98
0.5002,0.3191,0.5233,0.047,0.6272,1.0,73.76
0.9201,0.9217,0.4237,0.4824,0.0564,1.0,55.45
0.218,0.0143,0.6116,0.8995,0.6656,0.4441,95.55
0.9755,0.3421,0.7116,0.4241,0.9573,1.0,60.43
0.3697,0.4132,0.5356,0.5527,0.3091,0.674,78.21
0.0278,0.2893,0.7624,0.6377,0.2202,0.9024,100
0.789,0.7607,0.4892,0.8639,0.285,1.0,59.57
0.0651,0.2967,0.4876,0.2007,0.1211,0.5366,93.29
0.7563,0.8176,0.5603,0.1082,0.7291,1.0,63.21
0.3959,0.6746,0.4513,0.817,0.3609,0.7816,73.17
0.0418,0.9286,0.8451,0.9184,0.2287,0.4507,87.52
0.744,0.1534,0.5986,0.3952,0.272,0.4849,70.81
0.1598,0.9708,0.2895,0.0926,0.2656,0.5737,71.12
0.9178,0.6339,0.7874,0.198,0.6412,0.4607,51.89
0.0701,0.1439,0.5008,0.214,0.1849,1.0,97.82
0.0462,0.0775,0.7531,0.1553,0.5903,0.3808,98.65
0.3617,0.7572,0.418,0.9789,0.1902,0.3901,73.4
0.6074,0.3693,0.2609,0.9892,0.667,1.0,65.74
0.557,0.0256,0.7637,0.6769,0.6676,0.9925,80.97
0.1981,0.0544,0.582,0.5385,0.2124,1.0,95.83
0.4579,0.6237,0.2352,0.977,0.5058,0.5348,72.36
0.3992,0.9805,0.4641,0.3086,0.562,0.6455,63.15
0.9678,0.6338,0.3473,0.4085,0.1588,0.8754,54.43
0.356,0.7288,0.5706,0.3354,0.1808,0.9715,73.17
0.7928,0.377,0.5959,0.8503,0.2107,1.0,72.96
0.1428,0.4479,0.7702,0.4878,0.632,0.5288,86.82
0.5403,0.7176,0.6981,0.4736,0.0549,0.8752,69.92
0.4675,0.1924,0.6704,0.241,0.638,1.0,83.68
0.1054,0.3534,0.8561,0.2983,0.7289,0.6041,87.87
0.5468,0.9803,0.8091,0.3959,0.5022,0.7532,63.57
0.6954,0.9557,0.8599,0.6161,0.1694,1.0,59.91
0.6041,0.985,0.8226,0.7539,0.6802,0.98,59.69
0.3602,0.5201,0.4991,0.7073,0.4171,0.3295,69.5
0.6672,0.2731,0.7951,0.975,0.2279,0.8511,81.55
0.5445,0.1213,0.6055,0.1906,0.4689,0.7868,75.31
0.8045,0.6454,0.753,0.2035,0.9656,0.8023,57.1
0.6099,0.8071,0.2637,0.6734,0.1578,1.0,61.12
0.0278,0.3856,0.2671,0.7644,0.1804,0.2554,90.66
0.3638,0.2162,0.8497,0.2424,0.826,0.8341,85.96
0.6857,0.6789,0.4038,0.0049,0.5533,0.3229,52.74
0.1222,0.5948,0.4985,0.1873,0.8337,0.4177,76.6
0.3477,0.0182,0.7937,0.2449,0.6631,0.6685,84.68
0.5753,0.6893,0.2055,0.0057,0.1052,0.7833,61.31
0.9977,0.7487,0.8659,0.3762,0.3428,1.0,57.08
0.939,0.8499,0.5707,0.2572,0.2187,1.0,58.29
0.9097,0.481,0.4609,0.0727,0.2847,0.7017,55.49
0.4652,0.6264,0.8285,0.69,0.4522,0.3723,72.87
0.1406,0.9674,0.8343,0.8438,0.0532,0.8213,81.74
0.5197,0.861,0.5817,0.7271,0.283,0.9039,64.95
0.6415,0.1787,0.3434,0.1133,0.6661,0.2616,61.87
0.7102,0.1779,0.6885,0.5464,0.1388,0.9247,80.37
0.3503,0.7114,0.4691,0.3609,0.6555,0.2894,68.17
0.0987,0.4673,0.4424,0.2901,0.5291,1.0,88.65
0.2151,0.8905,0.5459,0.0266,0.7493,0.3265,65.5
0.8032,0.9872,0.5278,0.8293,0.537,0.9255,55.16
0.9531,0.0071,0.4239,0.3331,0.5072,1.0,66.43
0.2339,0.0157,0.3198,0.6148,0.2989,0.6931,87.73
0.8069,0.9428,0.3461,0.8571,0.2829,0.8676,54.05
0.6083,0.281,0.252,0.6647,0.0275,0.5455,74.6
0.3197,0.5276,0.5513,0.1638,0.2912,1.0,78.2
0.4966,0.2505,0.5165,0.4921,0.7338,0.7625,76.18
0.7261,0.9962,0.6553,0.3927,0.6599,1.0,53.99
0.3219,0.7179,0.2054,0.4976,0.1634,0.4031,73.86
0.6412,0.9819,0.3697,0.7251,0.5485,0.7676,60.38
0.9078,0.1304,0.4527,0.09,0.1577,1.0,70.43
0.2556,0.4272,0.3368,0.3834,0.031,1.0,83.2
0.1788,0.0415,0.4204,0.0661,0.4691,0.9038,89.3
0.2732,0.951,0.7614,0.719,0.4609,0.8626,75.47
0.812,0.4399,0.5049,0.5102,0.4055,0.429,63.34
0.6574,0.1635,0.8687,0.7932,0.8295,0.6605,74.66
0.6347,0.543,0.2562,0.2465,0.9827,0.7278,58.11
0.5775,0.9139,0.2699,0.7531,0.8445,1.0,57.65
0.7957,0.4021,0.5073,0.9021,0.5845,0.5601,66.13
0.268,0.3991,0.2203,0.4839,0.5682,0.9743,78.07
0.0751,0.8995,0.809,0.4667,0.7985,0.3682,77.16
0.1526,0.2056,0.2029,0.704,0.35,0.4608,81.15
0.4404,0.6571,0.4258,0.1896,0.1488,0.8158,73.79
0.3533,0.5881,0.6828,0.5321,0.5241,0.7593,77.84
0.502,0.1747,0.521,0.1714,0.6077,1.0,75.37
0.215,0.7248,0.6904,0.8917,0.627,0.3998,78.13
0.8156,0.2427,0.5521,0.666,0.1954,0.8059,69.9
0.5285,0.7658,0.4003,0.286,0.1353,0.667,64.0
0.7228,0.3929,0.6739,0.1309,0.2397,0.321,63.77
0.733,0.4163,0.5178,0.166,0.9712,0.6839,55.51
0.2257,0.2347,0.4182,0.003,0.3904,0.3949,88.93
0.8521,0.411,0.3361,0.2702,0.0591,0.49,61.06
0.3984,0.1962,0.8176,0.9849,0.1771,1.0,90.9
0.2118,0.1713,0.8081,0.5566,0.1819,0.4491,91.66
0.2759,0.3638,0.7594,0.1172,0.9078,0.848,81.35
0.3065,0.2709,0.4033,0.1473,0.0775,0.6783,83.06
0.293,0.5676,0.5346,0.2888,0.7653,0.3243,75.57
0.5542,0.7186,0.3257,0.6255,0.3003,0.4678,66.17
0.1614,0.1112,0.8851,0.4079,0.7524,0.8382,95.53
0.1736,0.2517,0.4712,0.178,0.5962,0.7093,83.25
0.7284,0.3232,0.6563,0.6218,0.5283,0.7045,69.94
0.7647,0.5699,0.2828,0.2399,0.0021,0.676,62.11
0.9816,0.6509,0.7579,0.2202,0.278,1.0,54.91
0.1774,0.6874,0.3642,0.3396,0.4655,1.0,80.92
0.1966,0.0762,0.707,0.0918,0.251,1.0,97.46
0.9041,0.2386,0.5349,0.64,0.8259,0.6019,61.34
0.0474,0.818,0.2497,0.2687,0.4158,0.6403,79.39
0.7364,0.5903,0.28,0.0265,0.809,0.7954,50.97
0.9131,0.6071,0.8167,0.147,0.8583,0.3085,52.99
0.9129,0.5977,0.69,0.037,0.3382,0.6393,56.97
0.0835,0.5813,0.2717,0.9004,0.3184,0.3772,81.23
0.9909,0.0814,0.2309,0.9098,0.7615,0.4216,59.62
0.9284,0.621,0.4909,0.995,0.8601,1.0,55.9
0.6389,0.1128,0.3209,0.5542,0.8886,0.4923,67.07
0.141,0.0367,0.5235,0.395,0.3807,0.8041,91.32
0.6367,0.9649,0.5537,0.2613,0.0324,0.3065,58.61
0.8381,0.1364,0.4746,0.6416,0.2228,0.6976,70.21
0.2467,0.8439,0.8421,0.0677,0.9798,0.7806,73.92
0.8431,0.7399,0.6961,0.5996,0.457,0.5467,60.47
0.4705,0.4368,0.8268,0.8977,0.7023,0.8081,79.44
0.34,0.4989,0.6023,0.6601,0.6008,0.7401,80.46
0.8318,0.39,0.5042,0.469,0.7199,0.3414,56.01
0.2726,0.6727,0.2724,0.0044,0.2807,1.0,77.05
0.5698,0.9752,0.4387,0.8085,0.7421,1.0,56.02
0.6327,0.619,0.8747,0.4255,0.0151,0.816,71.77
0.2115,0.3073,0.5276,0.9172,0.0171,0.6957,94.76
0.0871,0.0886,0.4037,0.3894,0.6633,0.598,86.21
0.8385,0.2857,0.2726,0.0233,0.7851,1.0,58.09
0.5017,0.9827,0.6246,0.2341,0.4053,0.4704,62.79
0.1575,0.2764,0.3709,0.7729,0.7638,1.0,85.71
0.7227,0.4174,0.6773,0.3625,0.7741,0.6705,68.99
0.2235,0.8755,0.3764,0.8124,0.7989,0.5732,72.22
0.076,0.1705,0.4317,0.8178,0.5508,0.5162,91.22
0.458,0.5926,0.6482,0.0823,0.4918,0.5476,70.31
0.4803,0.7515,0.8354,0.6212,0.5626,0.9474,74.24
0.9921,0.3278,0.3135,0.7865,0.3974,0.4836,61.62
0.5637,0.0527,0.2422,0.2241,0.517,0.4968,67.35
0.4377,0.0588,0.3836,0.0897,0.5704,0.3253,76.98
0.5642,0.3199,0.8223,0.2214,0.6947,0.5623,73.33
0.7072,0.2017,0.8591,0.8707,0.3751,0.477,76.28
0.0703,0.1308,0.5041,0.1676,0.2711,0.7185,96.46
0.1407,0.3979,0.3722,0.2635,0.4076,0.3132,78.42
0.1889,0.1439,0.3257,0.3824,0.3493,0.803,87.18
0.8304,0.659,0.6841,0.0411,0.1024,1.0,63.14
0.8843,0.3846,0.8947,0.2023,0.8283,0.9864,63.09
0.2314,0.5046,0.4616,0.2814,0.5291,0.5262,73.07
0.4299,0.665,0.6739,0.6305,0.918,0.3299,69.46
0.4712,0.5533,0.2338,0.1583,0.9085,0.2788,60.72
0.7249,0.7232,0.4892,0.9395,0.7831,0.667,61.93
0.8533,0.3421,0.8679,0.3775,0.3571,0.5239,64.43
0.2502,0.9627,0.2776,0.3308,0.8609,0.4793,62.67
0.3582,0.7391,0.2777,0.9017,0.1397,0.8222,72.84
0.235,0.0493,0.6328,0.7511,0.1921,0.4787,91.86
0.6528,0.8788,0.344,0.6787,0.9834,0.5354,51.36
0.7467,0.0285,0.216,0.3765,0.0174,0.3771,68.06
0.7956,0.0142,0.508,0.7173,0.3198,1.0,75.92
0.815,0.4775,0.31,0.9325,0.9045,0.6351,55.02
0.2856,0.9841,0.7143,0.255,0.1358,0.8892,76.78
0.2492,0.1743,0.3973,0.4368,0.3272,0.6882,83.44
0.1689,0.1677,0.2235,0.2289,0.7976,1.0,83.7
0.4621,0.1117,0.462,0.1807,0.2645,1.0,82.91
0.5593,0.894,0.6142,0.8903,0.7183,1.0,64.13
0.9517,0.3841,0.7077,0.6249,0.0672,0.898,69.73
0.584,0.3136,0.7715,0.6568,0.2932,0.5236,76.11
0.2383,0.5842,0.2211,0.0726,0.3704,0.5279,76.45
0.1562,0.876,0.7977,0.5263,0.4955,0.585,78.11
0.7875,0.5021,0.5289,0.4881,0.6875,0.9508,68.54
0.1249,0.6849,0.463,0.9389,0.7486,0.8147,81.85
0.1433,0.6417,0.4406,0.0445,0.1282,0.7115,78.3
0.0279,0.7975,0.4167,0.0767,0.4836,0.9018,82.64
0.2698,0.8506,0.23,0.2482,0.4136,0.4531,64.31
0.2981,0.7465,0.6112,0.1275,0.6852,0.3305,70.64
